类目,作品ID,作品作者,作者粉丝数量,作品标题,点赞量,评论量,收藏量,分享量,作品时长,作品网址,发布时间,是否购物车,封面网址,店铺ID,商品ID,视频总销量,视频源网址
生鲜水果,7613241387769242707,戏精少女-小胡,6447028,这绝对是我有史以来最野性的一次！ #丽江 #狼女 #骑马 #溪木源山茶花水乳 #礼绽东方,333429,10883,84500,70750,4分55秒,https://www.douyin.com/video/7613241387769242707,2026-3-4 16:03,无,https://p3-pc-sign.douyinpic.com/obj/tos-cn-i-0813c001/oQfpnq9CAZDpFn6ESqFq0EArATAeIgCp66ACkA?lk3s=138a59ce&x-expires=1776776400&x-signature=MBONgGl6%2B%2Bk2QKFHa%2BX2FcnEkNg%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=20260407210932E3C640CA162451DB16AB,,,,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000d6jqkdvog65pdhejhfsg&line=0&file_id=81d9eadfce104c7e86edf7b4968f74ec&sign=0ab3899ad9c2942bcec2348e325cb282&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
生鲜水果,7612990972075755877,痞幼,25927521,带保洁阿姨上三亚,219839,5581,6567,12771,4分58秒,https://www.douyin.com/video/7612990972075755877,2026-3-4 18:00,有,https://p3-pc-sign.douyinpic.com/obj/tos-cn-p-0015c000-ce/o06EWwDsFYOSpxmNK9LRABKAmePIIoCfwpsmPE?lk3s=138a59ce&x-expires=1776776400&x-signature=0fz9cEglbuWgLkuVaWkps7HTZT8%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=20260407211128612236FC384849DCC041,114997717,3678452374848012464,https://compass.jinritemai.com/shop/chance/rank-video/detail?video_id=7612990972075755877&video_shop_id=114997717&source=shipinxiaoliangbang&prepages%5B0%5D=%2Fshop%2Fchance%2Frank-video&from_page=%2Fshop%2Fchance%2Fvideo-rank&btm_ppre=a6187.b916250.c0.d0&btm_pre=a6187.b282694.c0.d0&btm_show_id=5e56fa53-b131-4142-a45a-3bc2543e688e,https://www.douyin.com/aweme/v1/play/?video_id=v2800fgi0000d6jcb4nog65uj9hske8g&line=0&file_id=78b495cef381427a98206b5a35660e2e&sign=f3122c2cd9b7fd1a17b8096c8a8877a9&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
生鲜水果,7612933227657495717,方老板Taro_,2955289,反催婚成功！不婚主义的好状态依旧稳定发挥～#可复美胶原水乳#护肤,61667,354,1232,648,2分20秒,https://www.douyin.com/video/7612933227657495717,2026-3-3 17:13,无,https://p9-pc-sign.douyinpic.com/obj/tos-cn-i-0813c000-ce/ocDAnMChIkaiSFEAP93iPQTv4BIAvbaAmamdA?lk3s=138a59ce&x-expires=1776780000&x-signature=bjfaRd404E35hHp1i%2B306GvYVXk%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=20260407220017ACE4BAC51FE588FB7E7B,,,,https://www.douyin.com/aweme/v1/play/?video_id=v1e00fgi0000d6j94dfog65rg9aut8s0&line=0&file_id=92f90ed052ae46d48463f2fe6346dc4c&sign=6b2535ee2973222ffea4881aab2f6382&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
生鲜水果,7612863339895672243,小王会发财,9215,姐妹们#半亩花田美白磨砂膏 真的太爱了！洗完又亮又嫩，美白特证的含金量谁懂啊！直接打在包装上！给我冲#磨砂膏推荐#美白磨砂膏#身体护理#半亩花田,77466,1897,44916,22001,26秒,https://www.douyin.com/video/7612863339895672243,2026-3-3 11:17,有,https://p3-pc-sign.douyinpic.com/obj/tos-cn-i-0813/ocz3EHABIvAm5iawAIUCZAQAaAPTztS5AigWh?lk3s=138a59ce&x-expires=1776776400&x-signature=PiQddIpsF51CU3r1UdtuDZkZdLY%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=20260407214708A79AFF9EB7E40CDA6AA0,286769,3555253604623498333,https://compass.jinritemai.com/shop/chance/rank-video/detail?video_id=7612863339895672243&video_shop_id=286769&source=shipinxiaoliangbang&prepages%5B0%5D=%2Fshop%2Fchance%2Frank-video&from_page=%2Fshop%2Fchance%2Fvideo-rank&btm_ppre=a6187.b916250.c0.d0&btm_pre=a6187.b282694.c0.d0&btm_show_id=5e56fa53-b131-4142-a45a-3bc2543e688e,https://www.douyin.com/aweme/v1/play/?video_id=v0300fg10000d6j553fog65orlltke1g&line=0&file_id=e8958c083ed04e37a1c8139611fce0fa&sign=8619385358a16910c4cefbf51cd207ee&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
生鲜水果,7612547859463851327,Sisley法国希思黎,373971,适当的运动，为身体蓄能。简洁的护肤，为肌肤充电。法国希思黎首位全球品牌代言人#王俊凯，以#希思黎黑玫瑰 系列的澎湃能量，开启活力满满的一天！让我们跟随镜头，一窥他洗漱台上的「鲜活肌密」！ 即刻前往法国希思黎抖音官方旗舰店，解锁小凯同款，领略黑玫瑰焕变之力！#Sisley法国希思黎  #王俊凯代言  #希思黎黑玫瑰紫弹精华,47768,2901,3335,4577,43秒,https://www.douyin.com/video/7612547859463851327,2026-3-2 18:00,无,https://p3-pc-sign.douyinpic.com/obj/tos-cn-i-dy/9b54a5299972444db6eb4be1404fd311?lk3s=138a59ce&x-expires=1776780000&x-signature=ZON0Byh6%2BiKzQOsiFVhHEeEkH30%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=202604072221496D4764894CDB62FBAC6F,,,,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000d6ij70vog65m60hlc0t0&line=0&file_id=b653fda4ad1a4e6e9628e12d654f8836&sign=9a8f3bb922b6e8907582a5e3acf0e85e&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
生鲜水果,7612526993548243636,悠米大人,534789,正愁找不到理由拍视频呢#素颜 #护肤 #芙清凉茶水乳,69743,1547,4822,4545,46秒,https://www.douyin.com/video/7612526993548243636,2026-3-2 17:30,无,https://p3-pc-sign.douyinpic.com/obj/tos-cn-i-0813/o4AAigiIEAg0ep0PkIiCluCDsPB2hAA1BCpeAy?lk3s=138a59ce&x-expires=1776776400&x-signature=HvxWNYtn6evKPTPpqDmxbOj1Dj4%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=20260407215350E66C75924CC9F8DF1BBD,,,,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000d6ii1onog65gbeih6vfg&line=0&file_id=2a3dc6bb02e64e2192b734cfcf9787dd&sign=82cc171b62227d935d40e51a698d2b41&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
生鲜水果,7612264579938241826,一枝南南,4869576,这只唇蜜我从春节涂到现在……#酵色 #酵色春日漫游系列,71223,1374,2901,889,4分29秒,https://www.douyin.com/video/7612264579938241826,2026-3-1 21:25,无,https://p3-pc-sign.douyinpic.com/obj/tos-cn-i-dy/733d0ec457bc4d46a4435798a980a66d?lk3s=138a59ce&x-expires=1776776400&x-signature=9Zo3M5Fgf%2BVds0TgLE68OgEcvKY%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=202604072153062731F737DAB6400FB7F6,,,,https://www.douyin.com/aweme/v1/play/?video_id=v0300fg10000d6i2rqfog65pf01ok5b0&line=0&file_id=7c858ca53356403a91af7f0dc2c28a59&sign=060c51cb6c6f3b601ccc62a3c6ed3026&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
生鲜水果,7611886340656966566,广东夫妇,67203143,广东夫妇VS黄宗泽，引爆3.8超级女神节巴黎欧莱雅大专场！巅峰对决，敬请期待！@言真 #广东夫妇,149197,3067,6274,11450,53秒,https://www.douyin.com/video/7611886340656966566,2026-3-1 13:00,无,https://p3-pc-sign.douyinpic.com/obj/tos-cn-i-0813/owkWpB0cIANmUxAA1A2iIt0A0ECegAiJ0iCK5f?lk3s=138a59ce&x-expires=1776776400&x-signature=qIF6B7WrEkc86jaQE8RCwVy62lA%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=202604072116261A2B128B3DA795D5700C,,,,https://www.douyin.com/aweme/v1/play/?video_id=v0d00fg10000d6hdkcvog65mhjrq05lg&line=0&file_id=4324ab6345d740f9b6ab29b4fcbc1127&sign=7a8047bfdb52f204c7e70a9be19360c3&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
生鲜水果,7611875790061309194,BABI官方旗舰店,1654042,「吴」瑕底妆持妆密码✅ 解锁非同「勋」常的小妙招！轻轻一喷，定格底妆24H 定妆不暗沉，全天出彩在线！ #BABI品牌代言人EXO世勋 #吴瑕底妆非同勋常,45226,1517,2297,15026,42秒,https://www.douyin.com/video/7611875790061309194,2026-3-2 14:54,无,https://p3-pc-sign.douyinpic.com/obj/tos-cn-i-dy/b7942315576a4a85a05da8e6d2a92a54?lk3s=138a59ce&x-expires=1776780000&x-signature=8o3AcbwRcmAH0AdPRX%2BDGkz4tXA%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=20260407222624D14C6DE2069E4FD1D999,,,,https://www.douyin.com/aweme/v1/play/?video_id=v0d00fg10000d6hd0uvog65o3fqdo4a0&line=0&file_id=1c00285c38ea4e3daf73d8c3d4d1df47&sign=94a61f8efabeca7b678ce9935e340294&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
生鲜水果,7611853814114635048,BABI官方旗舰店,1654019,重磅官宣｜BABI品牌代言人 欢迎 #BABI品牌代言人EXO世勋 ！ 从日常松弛的温柔瞬间，到舞台高光的锋芒时刻，每一面，皆与 BABI「简单 出色」的初心同频。 期待未来携手，共赴每一份出色！  #吴瑕底妆非同勋常,56321,2897,2460,23271,55秒,https://www.douyin.com/video/7611853814114635048,2026-3-2 10:00,无,https://p3-pc-sign.douyinpic.com/obj/tos-cn-i-dy/542397a784454d5a9505da7b2bd8ca6a?lk3s=138a59ce&x-expires=1776780000&x-signature=w%2FPEY1ahF0qjTaYw2HsIdBC90Qw%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=202604072206522C68BCA37FCFA1E6B677,,,,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000d6hbopvog65to4m88kfg&line=0&file_id=c4c009dfd3f542c9bba213be3b4ee661&sign=1d2f925afa01fcafdb21ad4321e20d9c&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
生鲜水果,7611834211737095475,一只霹雳文⚡️,1359764,极端紫外线现场实测！下泳池、爆汗一整天，防晒喷雾真的有用吗？ #防晒喷雾#防晒#测评#防晒水,44958,433,5167,6790,2分36秒,https://www.douyin.com/video/7611834211737095475,2026-2-28 18:26,无,https://p3-pc-sign.douyinpic.com/obj/tos-cn-i-dy/9b2617fbaaad4c4ca572c47fbe83b612?lk3s=138a59ce&x-expires=1776780000&x-signature=sexCIsO9SXbow8bKirsWhSIT8aY%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=20260407222701AF1E679A999836FFA951,,,,https://www.douyin.com/aweme/v1/play/?video_id=v0300fg10000d6hadgnog65igvgisidg&line=0&file_id=e649b8e859a248f7bd909c782c58efd3&sign=11112d3106c80098b2d5b50bf81909ad&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
生鲜水果,7611748374009613578,陈嘉一,1428931,换季不稳？熬夜暗沉？泛红敏感？#希思黎全能乳液全拿捏！#全能乳液升级版#护肤#屏障修护,45571,102,233,171,1分38秒,https://www.douyin.com/video/7611748374009613578,2026-2-28 17:01,无,https://p3-pc-sign.douyinpic.com/obj/tos-cn-i-dy/15b3797ef28d4968b48692ac47df1d65?lk3s=138a59ce&x-expires=1776780000&x-signature=0gvQmdYTCJOdduiBpbtZZfwZWd8%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=20260407222544AB7B1BF3E73CD92BAC6B,,,,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000d6h5o97og65pbe83dj80&line=0&file_id=cf0dbc02f51d4de8be2b6c34801a969c&sign=867b81eb5dc7c57cb19e94793dc040d0&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
生鲜水果,7611518088386885243,闻佳怡_,2403859,当橱窗木偶走进现实……#娇兰第四代黄金复原蜜#娇兰双效精华#送礼#橱窗木偶,72756,416,636,2407,1分40秒,https://www.douyin.com/video/7611518088386885243,2026-2-28 12:00,无,https://p3-pc-sign.douyinpic.com/obj/tos-cn-i-0813c000-ce/oMhhLiQ7AaJpGxmBI1aiP7MXEA9AOi1CiAvAR?lk3s=138a59ce&x-expires=1776776400&x-signature=rcUtTf4zXBK40AbMSuR7GrjzvgY%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=2026040721491007B87469BBA6C8EFE5C4,,,,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000d6gomd7og65kfvngv9n0&line=0&file_id=e652ae7c97284dcca647a1b325e8799f&sign=d187ba9c6ae09e4f3d3f480f74c80ff2&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
生鲜水果,7611497482723429672,于宝儿yuki,1015211,后悔！美瞳盒贴纸和美瞳壳竟然有隐藏用法？之前我都扔了！！#美瞳 #kamiya #半年抛,87994,1177,35972,11588,1分30秒,https://www.douyin.com/video/7611497482723429672,2026-2-27 18:58,无,https://p3-pc-sign.douyinpic.com/obj/tos-cn-i-dy/107f8a311b0d4ff69e747f04e97d8152?lk3s=138a59ce&x-expires=1776776400&x-signature=NQCAq89fLWiWC%2BovCGj5AJiiBwE%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=202604072141280C4AD12C298738F541F1,,,,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000d6gngm7og65ubvgqp7jg&line=0&file_id=87b50320592f4ff5a41f361b3a8d5b4b&sign=a6b7f9a1cefda0b692b30ce4695163b0&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
生鲜水果,7611438949428514057,章解放_,2849262,不做卡粉公主 做光感女王 #干皮气垫#爱敬美容觉气垫#第2代爱敬四色拉花气垫#养肤气垫#爱敬气垫,75078,476,2398,829,2分46秒,https://www.douyin.com/video/7611438949428514057,2026-2-27 17:44,有,https://p3-pc-sign.douyinpic.com/obj/tos-cn-i-dy/9b0ec2ec11104969b08f5c0c2b978c21?lk3s=138a59ce&x-expires=1776776400&x-signature=pEV5hKnsTDstm1my%2ByPD5rB2i9k%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=202604072147489EC5AEC1B585C708C804,15445689,3747266518904340922,https://compass.jinritemai.com/shop/chance/rank-video/detail?video_id=7611438949428514057&video_shop_id=15445689&source=shipinxiaoliangbang&prepages%5B0%5D=%2Fshop%2Fchance%2Frank-video&from_page=%2Fshop%2Fchance%2Fvideo-rank&btm_ppre=a6187.b916250.c0.d0&btm_pre=a6187.b282694.c0.d0&btm_show_id=5e56fa53-b131-4142-a45a-3bc2543e688e,https://www.douyin.com/aweme/v1/play/?video_id=v0300fg10000d6gk61fog65m6gijt02g&line=0&file_id=404190b3ac7145d0b9b3fb02b084ed6e&sign=60f9e980a85d06a81403ba55bf6afe9b&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
生鲜水果,7611427871555758730,橘子爱打羽毛球,6746,这味道真的惊艳到我了，不要让衣服都是难闻的味道。#香氛喷雾 #自带体香,61427,939,21394,5238,19秒,https://www.douyin.com/video/7611427871555758730,2026-2-27 14:27,有,https://p3-pc-sign.douyinpic.com/obj/tos-cn-p-0015/okeA81FoSQDy3tDAko7gfzEPpCQ59DcACzqTcB?lk3s=138a59ce&x-expires=1776780000&x-signature=nstQCWyvIA58fyK%2FEjjgtDO4Tjg%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=20260407220055FCDCA48995DBBC01131D,39978152,3786230962610897042,https://compass.jinritemai.com/shop/chance/rank-video/detail?video_id=7611427871555758730&video_shop_id=39978152&source=shipinxiaoliangbang&prepages%5B0%5D=%2Fshop%2Fchance%2Frank-video&from_page=%2Fshop%2Fchance%2Fvideo-rank&btm_ppre=a6187.b916250.c0.d0&btm_pre=a6187.b282694.c0.d0&btm_show_id=5e56fa53-b131-4142-a45a-3bc2543e688e,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000d6gjidvog65mjudps9a0&line=0&file_id=e6abb991ccb04829ac3b1abfb7df36cd&sign=d97423ae6186d7aa074510c3c74aaf2c&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
生鲜水果,7611427472063948660,小鱼儿同学,72782,小脸暗沉有痘印的，真的可以试试这个377精华液！ #精华液 #精华 #无限回购的宝藏单品 #学生党好物推荐 #护肤,112820,3817,59863,11302,11秒,https://www.douyin.com/video/7611427472063948660,2026-2-27 14:25,有,https://p3-pc-sign.douyinpic.com/obj/tos-cn-p-0015/o8uh3i4ixaoQEwsBIPaiPiIoIB5RQ6dyOAPAb?lk3s=138a59ce&x-expires=1776776400&x-signature=3qJiYO%2FZetGBwFaQhMfLyffl5HU%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=20260407212140943598F2196F22161F1A,15630414,3705482951065206973,https://compass.jinritemai.com/shop/chance/rank-video/detail?video_id=7611427472063948660&video_shop_id=15630414&source=shipinxiaoliangbang&prepages%5B0%5D=%2Fshop%2Fchance%2Frank-video&from_page=%2Fshop%2Fchance%2Fvideo-rank&btm_ppre=a6187.b916250.c0.d0&btm_pre=a6187.b282694.c0.d0&btm_show_id=5e56fa53-b131-4142-a45a-3bc2543e688e,https://www.douyin.com/aweme/v1/play/?video_id=v0300fg10000d6gjf87og65pta5pnceg&line=0&file_id=b103667621904b85bd40edbcd70eb012&sign=cd9237ea2164164100cf8d8c8a16e9de&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
生鲜水果,7611426311701913585,周小小闹（大学宿舍）,3889117,大学校园，拖欠保洁工资！#薇诺娜特护霜 #薇诺娜 #敏感肌面霜,378078,2352,14755,29674,1分51秒,https://www.douyin.com/video/7611426311701913585,2026-2-27 17:02,无,https://p3-pc-sign.douyinpic.com/obj/tos-cn-p-0015c000-ce/ogmCZeDeFCpTLJATQ8eO7b3GgIFB8qDYiQQkQH?lk3s=138a59ce&x-expires=1776776400&x-signature=bdUAcd7ul%2B17FpLfHIvgX0PURMU%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=202604072109279C75AA8C84EA72FDF1E9,,,,https://www.douyin.com/aweme/v1/play/?video_id=v1e00fgi0000d6gjf0fog65ks9ggurjg&line=0&file_id=535251700e0d4dd2b39e9daccf83e7e7&sign=8050c201c97463cd0e931f4609f7deea&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
生鲜水果,7611410104919036404,Swo索索,904581,我说今天咋这么衰呢 原来是明天开学了#教师日常 #开学 #美团外卖复工5折神券 #美团外卖马上免单,332371,1522,9821,15180,3分15秒,https://www.douyin.com/video/7611410104919036404,2026-2-27 17:30,无,https://p9-pc-sign.douyinpic.com/obj/tos-cn-i-0813/oUSLNFDJ9AAm0IAp3hEEZkCAKAJgSrAQopf9eC?lk3s=138a59ce&x-expires=1776776400&x-signature=oowiVtWZMauQN3CBBK9hOnhE%2FNY%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=202604072109314DCBB0BAE725080530A9,,,,https://www.douyin.com/aweme/v1/play/?video_id=v0d00fg10000d6gii0fog65m6ms4en6g&line=0&file_id=57e19886764e4fc89a76241165048277&sign=055fa4f69003206c1f50d536a049f159&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
生鲜水果,7611385373742489253,慧慧优选,144903,猪油护肤50岁皮肤白白嫩嫩#护肤 #护肤美容 #护肤小知识 #护肤小妙招分享 #护肤干货,54530,4108,43138,19575,4分35秒,https://www.douyin.com/video/7611385373742489253,2026-2-27 11:42,无,https://p3-pc-sign.douyinpic.com/obj/tos-cn-p-0015c000-ce/okp6QhBAADEiYwgemE5BfFrhIEoWQQqC9RovhC?lk3s=138a59ce&x-expires=1776780000&x-signature=jZUFG9S7Ai7ijOymd982aimvhcU%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=20260407220947161B66653FD9C10E15FC,,,,https://www.douyin.com/aweme/v1/play/?video_id=v2800fgi0000d6gh447og65gglauo0pg&line=0&file_id=664d61f13b04483e907333638b4d6ba5&sign=fe9cebfd51a6a5976a3b06414b5f2c70&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
生鲜水果,7611225431950636864,小鱼儿同学,72786,痘痘肌真的别错过！巨巨好用的祛痘膏！ #祛痘 #痘痘 #学生党好物推荐 #无限回购的宝藏单品 #护肤,109749,2948,52295,12302,26秒,https://www.douyin.com/video/7611225431950636864,2026-2-27 1:22,有,https://p3-pc-sign.douyinpic.com/obj/tos-cn-i-0813/o4CACUBFiAYg0ggJAevXAChAn0REIDAfg0EJPi?lk3s=138a59ce&x-expires=1776776400&x-signature=OuIifgaraSAtpk%2BVJ7%2FE6CCd%2FS4%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=20260407213933A8C3C59528CBD6D2FF5E,10941341,3737303779754770642,https://compass.jinritemai.com/shop/chance/rank-video/detail?video_id=7611225431950636864&video_shop_id=10941341&source=shipinxiaoliangbang&prepages%5B0%5D=%2Fshop%2Fchance%2Frank-video&from_page=%2Fshop%2Fchance%2Fvideo-rank&btm_ppre=a6187.b916250.c0.d0&btm_pre=a6187.b282694.c0.d0&btm_show_id=5e56fa53-b131-4142-a45a-3bc2543e688e,https://www.douyin.com/aweme/v1/play/?video_id=v0300fg10000d6g80enog65tk431om90&line=0&file_id=8e6eb4a66bef4c1898ac16825ef2584c&sign=7a860c3ac9bf0a63cf611a5b2dd2ccfd&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
汽车,7611198255112585654,DPU官方旗舰店直播间,191522,我勒个豆！就这个 #dpu遮瑕 真是一用一个不吱声啊 防水防汗还防蹭 妆效扒得比城墙还牢 越夜越美丽 #黑眼圈 #底妆推荐 #好皮肤养出来,58800,2574,44747,11287,43秒,https://www.douyin.com/video/7611198255112585654,2026-2-26 23:36,无,https://p3-pc-sign.douyinpic.com/obj/tos-cn-p-0015c000-ce/oEa5WF5AEIKIwboHGgfhfPqA9nJNpDnqEBdIBV?lk3s=138a59ce&x-expires=1776780000&x-signature=dztFeg4HCcz6jonyVkGTCepV6%2FE%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=2026040722044480F423576E5E1E0C891D,,,,https://www.douyin.com/aweme/v1/play/?video_id=v2700fgi0000d6g6gqnog65su96k7bfg&line=0&file_id=b0a188580ac34127a0fd9f2fad88bc56&sign=511f395c74f21d85f1c839bb5fd60fdc&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
汽车,7611132280728715106,我是田姥姥,32987256,《假牙6点以后没收》 #科颜氏小奶泡洁面,351799,1705,6832,19473,1分51秒,https://www.douyin.com/video/7611132280728715106,2026-2-27 11:00,无,https://p3-pc-sign.douyinpic.com/obj/tos-cn-i-0813/oYALhfEgDNAibiCLC99Y9ofAAxBRACAIcAHpkg?lk3s=138a59ce&x-expires=1776776400&x-signature=sDbmKCelF2NRv12i58Ex0pKjZMU%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=20260407210931648A5AF2FB24AAC9AAF5,,,,https://www.douyin.com/aweme/v1/play/?video_id=v0300fg10000d6g2mlnog65q2qen1s3g&line=0&file_id=edf24dd52b744f66b038fbe859492b99&sign=a63b3740bbce503ebb9740ff8ac87192&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
汽车,7611125366183716017,胡楚靓,8161399,1.3万妆教第四课，求你学这个沙漠玫瑰妆！！！！ #跟着胡楚靓学化妆 #化妆教程 #化妆跟练,184808,2331,104972,27339,4分36秒,https://www.douyin.com/video/7611125366183716017,2026-2-26 18:53,无,https://p9-pc-sign.douyinpic.com/obj/tos-cn-i-0813c000-ce/oIAASQEQIEwpysofkTFnAeFTGGYaLAAFDCC9At?lk3s=138a59ce&x-expires=1776776400&x-signature=L5FNHvRYc1nVUAlGOhmxPX0DWP0%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=202604072113230AB7E70F5415C8E4A583,,,,https://www.douyin.com/aweme/v1/play/?video_id=v2700fgi0000d6g290fog65nol3il5lg&line=0&file_id=b6c10fbd54ff4514b6c9e67701b0c40e&sign=4136dc62bddfdbba639504ca49dcfc5f&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
汽车,7611054530356071731,叶老板（好物分享版）,726872,同样是高倍防晒，当然选光电项目后1天就能用的更安心！#皮肤管理#护肤分享#防晒#测评#柳丝木防晒,48207,208,383,528,1分57秒,https://www.douyin.com/video/7611054530356071731,2026-2-26 17:01,有,https://p3-pc-sign.douyinpic.com/obj/tos-cn-i-dy/e91cd36f28c54f2d8046726086c09f98?lk3s=138a59ce&x-expires=1776780000&x-signature=DppYdQkae4CHEX7l3Y6GxW7Mahg%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=2026040722203695A3378370FC20003A5C,5462371,3728554542510506059,https://compass.jinritemai.com/shop/chance/rank-video/detail?video_id=7611054530356071731&video_shop_id=5462371&source=shipinxiaoliangbang&prepages%5B0%5D=%2Fshop%2Fchance%2Frank-video&from_page=%2Fshop%2Fchance%2Fvideo-rank&btm_ppre=a6187.b916250.c0.d0&btm_pre=a6187.b282694.c0.d0&btm_show_id=5e56fa53-b131-4142-a45a-3bc2543e688e,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000d6fuajfog65o7526e33g&line=0&file_id=522d49a65df344cd8883d81768c560dd&sign=187023c23064196e1d069f8530de270d&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
